tracking_id	FPKM
ENSMUSG00000102693	0
ENSMUSG00000102348	0
ENSMUSG00000064842	0
ENSMUSG00000102592	0
ENSMUSG00000088333	0
ENSMUSG00000102343	0.123254
ENSMUSG00000025900	2.14626
ENSMUSG00000102948	0
ENSMUSG00000104123	0
ENSMUSG00000051951	0.0844377
ENSMUSG00000102851	0
ENSMUSG00000103377	0
ENSMUSG00000104017	0
ENSMUSG00000103025	0
ENSMUSG00000103201	0
ENSMUSG00000089699	0
ENSMUSG00000103147	0
ENSMUSG00000103161	0
ENSMUSG00000102331	0
ENSMUSG00000103003	0
ENSMUSG00000096126	0
ENSMUSG00000104328	0
ENSMUSG00000102735	0
ENSMUSG00000103265	0
ENSMUSG00000102269	0.790275
ENSMUSG00000098104	0.240824
ENSMUSG00000103922	0.698266
ENSMUSG00000102175	0
ENSMUSG00000088000	0
ENSMUSG00000033845	19.5778
ENSMUSG00000102275	0.274335
ENSMUSG00000025902	42.6524
ENSMUSG00000104238	0.245458
ENSMUSG00000103280	0
ENSMUSG00000104352	0
ENSMUSG00000102907	0
ENSMUSG00000104046	0
ENSMUSG00000103519	0
ENSMUSG00000093015	0
ENSMUSG00000103936	0
ENSMUSG00000033774	0.0126531
ENSMUSG00000025905	0
ENSMUSG00000103090	0
ENSMUSG00000025903	16.2742
ENSMUSG00000104217	5.55712e-10
ENSMUSG00000033813	15.6517
ENSMUSG00000062588	0.208967
ENSMUSG00000103845	0
ENSMUSG00000103629	0
ENSMUSG00000103282	0
ENSMUSG00000103329	0
ENSMUSG00000104385	0
ENSMUSG00000102135	0
ENSMUSG00000102534	0
ENSMUSG00000102213	0
ENSMUSG00000087247	1.1207
ENSMUSG00000103355	0.192671
ENSMUSG00000102706	0
ENSMUSG00000033740	0.175557
ENSMUSG00000077244	0
ENSMUSG00000048538	0.0792971
ENSMUSG00000102768	0
ENSMUSG00000103498	0
ENSMUSG00000103903	0
ENSMUSG00000097797	0.0437867
ENSMUSG00000104226	0
ENSMUSG00000103067	0
ENSMUSG00000102320	0
ENSMUSG00000103709	0
ENSMUSG00000103557	0
ENSMUSG00000002459	0.316793
ENSMUSG00000091665	0
ENSMUSG00000033793	28.4258
ENSMUSG00000091305	0
ENSMUSG00000102653	0
ENSMUSG00000085623	0
ENSMUSG00000101571	0
ENSMUSG00000102272	0
ENSMUSG00000065625	0
ENSMUSG00000103411	0
ENSMUSG00000104428	0
ENSMUSG00000061024	10.7693
ENSMUSG00000099827	0
ENSMUSG00000025912	0.250015
ENSMUSG00000051285	12.8955
ENSMUSG00000098201	0
ENSMUSG00000103509	0.0230979
ENSMUSG00000025907	20.3865
ENSMUSG00000090031	2.06431
ENSMUSG00000025911	4.83745
ENSMUSG00000067879	0.0706132
ENSMUSG00000079671	2.74489
ENSMUSG00000081441	0
ENSMUSG00000045210	3.28715
ENSMUSG00000097893	0.0609469
ENSMUSG00000095780	0
ENSMUSG00000025909	0
ENSMUSG00000102647	0
ENSMUSG00000086235	0.5984
ENSMUSG00000102253	0
ENSMUSG00000093970	0
ENSMUSG00000103884	0
ENSMUSG00000084353	0
ENSMUSG00000103933	0
ENSMUSG00000076135	0
ENSMUSG00000086195	0
ENSMUSG00000104504	0
ENSMUSG00000066693	0
ENSMUSG00000102316	0
ENSMUSG00000103819	0
ENSMUSG00000102871	0
ENSMUSG00000099032	0.414527
ENSMUSG00000025916	1.02142
ENSMUSG00000104025	1.30975e-80
ENSMUSG00000087199	0
ENSMUSG00000046101	0.0974368
ENSMUSG00000098234	15.0036
ENSMUSG00000093178	0
ENSMUSG00000025915	5.54627
ENSMUSG00000046334	0
ENSMUSG00000088916	0
ENSMUSG00000100648	0
ENSMUSG00000100212	0
ENSMUSG00000088585	0
ENSMUSG00000103448	0
ENSMUSG00000042501	0
ENSMUSG00000103810	0
ENSMUSG00000083422	0
ENSMUSG00000094979	0
ENSMUSG00000081417	0
ENSMUSG00000093864	0
ENSMUSG00000097628	0
ENSMUSG00000098555	0
ENSMUSG00000103494	0
ENSMUSG00000098163	0
ENSMUSG00000101610	0
ENSMUSG00000067851	20.5288
ENSMUSG00000088153	0
ENSMUSG00000102556	0
ENSMUSG00000097171	0
ENSMUSG00000101314	0
ENSMUSG00000057715	0.49558
ENSMUSG00000103825	0
ENSMUSG00000099845	0
ENSMUSG00000103561	0
ENSMUSG00000025917	31.5977
ENSMUSG00000056763	10.4753
ENSMUSG00000102356	0
ENSMUSG00000069620	0
ENSMUSG00000099498	0
ENSMUSG00000104518	0
ENSMUSG00000048960	11.9247
ENSMUSG00000077318	0
ENSMUSG00000101827	0
ENSMUSG00000042414	0.0186333
ENSMUSG00000025938	0.459857
ENSMUSG00000101171	0
ENSMUSG00000101476	0
ENSMUSG00000016918	13.2563
ENSMUSG00000077368	0
ENSMUSG00000067813	0.0254319
ENSMUSG00000102166	0
ENSMUSG00000097711	0
ENSMUSG00000104209	0
ENSMUSG00000089358	0
ENSMUSG00000081201	0
ENSMUSG00000103492	0.0965909
ENSMUSG00000025935	34.9452
ENSMUSG00000073737	0
ENSMUSG00000082193	1.11701
ENSMUSG00000032769	0
ENSMUSG00000088159	0
ENSMUSG00000077377	0
ENSMUSG00000101652	0
ENSMUSG00000100814	0
ENSMUSG00000025937	6.15045
ENSMUSG00000102982	0
ENSMUSG00000054493	0.087262
ENSMUSG00000025930	0.696538
ENSMUSG00000025932	1.01863
ENSMUSG00000095853	0
ENSMUSG00000102588	0
ENSMUSG00000100652	0
ENSMUSG00000092083	0.00909569
ENSMUSG00000102937	0
ENSMUSG00000104149	0
ENSMUSG00000088829	0
ENSMUSG00000067795	0.762121
ENSMUSG00000025925	6.60315
ENSMUSG00000104379	0.0616378
ENSMUSG00000032719	0.637551
ENSMUSG00000088943	0
ENSMUSG00000005886	7.05846
ENSMUSG00000103506	0
ENSMUSG00000103495	0
ENSMUSG00000099183	0
ENSMUSG00000102639	0
ENSMUSG00000104170	0
ENSMUSG00000087782	0
ENSMUSG00000103085	0.00996069
ENSMUSG00000102664	0
ENSMUSG00000104165	0
ENSMUSG00000025921	6.8104
ENSMUSG00000025939	11.2539
ENSMUSG00000102457	0.0634701
ENSMUSG00000100868	0
ENSMUSG00000025920	4.3858
ENSMUSG00000089982	0
ENSMUSG00000100959	0
ENSMUSG00000097744	0
ENSMUSG00000100093	0
ENSMUSG00000091020	0.105718
ENSMUSG00000025779	3.60954
ENSMUSG00000099899	0
ENSMUSG00000025940	9.67496
ENSMUSG00000101589	0.214705
ENSMUSG00000100398	0
ENSMUSG00000089534	0
ENSMUSG00000100272	0
ENSMUSG00000100110	0
ENSMUSG00000102048	0
ENSMUSG00000025777	0.0117909
ENSMUSG00000070977	0
ENSMUSG00000101640	0
ENSMUSG00000042686	0.220836
ENSMUSG00000104133	0
ENSMUSG00000101306	0
ENSMUSG00000067780	1.12732
ENSMUSG00000100053	0
ENSMUSG00000100554	0
ENSMUSG00000073735	0
ENSMUSG00000025774	0
ENSMUSG00000088800	0
ENSMUSG00000099433	0
ENSMUSG00000101738	0
ENSMUSG00000025927	0
ENSMUSG00000079658	48.1938
ENSMUSG00000067773	0
ENSMUSG00000101685	0
ENSMUSG00000101117	0
ENSMUSG00000100204	0
ENSMUSG00000084668	0
ENSMUSG00000102597	0
ENSMUSG00000101644	0
ENSMUSG00000025929	0
ENSMUSG00000100538	0
ENSMUSG00000041872	0
ENSMUSG00000065559	0
ENSMUSG00000099906	0
ENSMUSG00000065480	0
ENSMUSG00000089787	0
ENSMUSG00000042596	0.0280816
ENSMUSG00000100720	0.120965
ENSMUSG00000085125	4.16572e-222
ENSMUSG00000025776	0.310718
ENSMUSG00000099895	0
ENSMUSG00000043760	0.0453156
ENSMUSG00000089914	0
ENSMUSG00000104095	0
ENSMUSG00000090142	0
ENSMUSG00000070175	0
ENSMUSG00000099473	0
ENSMUSG00000109887	0
ENSMUSG00000101717	0
ENSMUSG00000099591	0
ENSMUSG00000102001	0
ENSMUSG00000088858	0
ENSMUSG00000102121	0
ENSMUSG00000099714	0
ENSMUSG00000097934	0.235888
ENSMUSG00000041859	10.3103
ENSMUSG00000100929	0.0653383
ENSMUSG00000041809	7.29046
ENSMUSG00000099971	0
ENSMUSG00000100819	0
ENSMUSG00000025931	6.9383
ENSMUSG00000077314	0
ENSMUSG00000102633	0
ENSMUSG00000041779	3.93676
ENSMUSG00000025933	5.7846
ENSMUSG00000096375	0
ENSMUSG00000085079	0
ENSMUSG00000086194	0
ENSMUSG00000043716	711.423
ENSMUSG00000094926	0
ENSMUSG00000093963	0
ENSMUSG00000067750	0.0737237
ENSMUSG00000041722	0.0502885
ENSMUSG00000085507	0
ENSMUSG00000085679	0
ENSMUSG00000094436	0
ENSMUSG00000025936	27.1029
ENSMUSG00000099692	0
ENSMUSG00000100418	0
ENSMUSG00000065405	0
ENSMUSG00000102766	0
ENSMUSG00000101468	0
ENSMUSG00000097970	0.400718
ENSMUSG00000065567	0
ENSMUSG00000089553	0
ENSMUSG00000041670	0.0230724
ENSMUSG00000097642	0
ENSMUSG00000101226	0
ENSMUSG00000100775	3.38945
ENSMUSG00000101227	0
ENSMUSG00000073730	0
ENSMUSG00000099503	0
ENSMUSG00000097920	0.0547924
ENSMUSG00000026158	3.5878
ENSMUSG00000028033	1.35551
ENSMUSG00000097109	0.164811
ENSMUSG00000104138	0
ENSMUSG00000082935	0.798631
ENSMUSG00000103748	0.032002
ENSMUSG00000025934	203.828
ENSMUSG00000099343	0
ENSMUSG00000026154	18.8218
ENSMUSG00000102495	0
ENSMUSG00000102398	0
ENSMUSG00000026147	0
ENSMUSG00000097670	0
ENSMUSG00000099997	0.997082
ENSMUSG00000026141	0
ENSMUSG00000077463	0
ENSMUSG00000101939	3.69267
ENSMUSG00000100131	7.57493
ENSMUSG00000067736	4.47712
ENSMUSG00000101111	13.2174
ENSMUSG00000100862	13.3246
ENSMUSG00000102070	19.6913
ENSMUSG00000026156	0.583112
ENSMUSG00000026155	22.9768
ENSMUSG00000101249	22.1881
ENSMUSG00000026153	5.75169
ENSMUSG00000100808	0
ENSMUSG00000100483	0
ENSMUSG00000101618	0
ENSMUSG00000104516	0
ENSMUSG00000100450	0
ENSMUSG00000088111	0
ENSMUSG00000103241	0
ENSMUSG00000099458	0
ENSMUSG00000099392	0
ENSMUSG00000073722	0
ENSMUSG00000086240	1.32972
ENSMUSG00000095256	0
ENSMUSG00000058590	0
ENSMUSG00000101235	0
ENSMUSG00000048411	0
ENSMUSG00000064433	0
ENSMUSG00000101514	0
ENSMUSG00000101033	0
ENSMUSG00000100310	0
ENSMUSG00000101372	0
ENSMUSG00000081557	0
ENSMUSG00000080391	0
ENSMUSG00000080625	0
ENSMUSG00000099257	0
ENSMUSG00000101726	0
ENSMUSG00000096829	0
ENSMUSG00000098883	0
ENSMUSG00000100261	0
ENSMUSG00000099492	1.09744
ENSMUSG00000101180	0
ENSMUSG00000053185	0.180845
ENSMUSG00000073725	20.0476
ENSMUSG00000086726	0
ENSMUSG00000087346	0
ENSMUSG00000100205	0
ENSMUSG00000086151	0
ENSMUSG00000098529	0
ENSMUSG00000094215	0
ENSMUSG00000026063	0
ENSMUSG00000100592	0
ENSMUSG00000070960	0.0332959
ENSMUSG00000100371	0
ENSMUSG00000100237	0
ENSMUSG00000089395	0
ENSMUSG00000101093	0
ENSMUSG00000088620	0
ENSMUSG00000082159	0
ENSMUSG00000104433	0
ENSMUSG00000077664	0
ENSMUSG00000102926	0
ENSMUSG00000102917	0
ENSMUSG00000100497	0
ENSMUSG00000104230	0
ENSMUSG00000101754	0
ENSMUSG00000065223	0
ENSMUSG00000100481	0.0827813
ENSMUSG00000100590	0.0775261
ENSMUSG00000088750	0
ENSMUSG00000100318	0
ENSMUSG00000065260	0
ENSMUSG00000101612	0
ENSMUSG00000026064	8.97362
ENSMUSG00000086727	0
ENSMUSG00000050217	0.0758202
ENSMUSG00000100910	0
ENSMUSG00000099796	0
ENSMUSG00000102198	0
ENSMUSG00000103746	0.513629
ENSMUSG00000033569	0
ENSMUSG00000080849	0
ENSMUSG00000104257	0
ENSMUSG00000096866	0
ENSMUSG00000102296	0
ENSMUSG00000103209	0
ENSMUSG00000104027	0
ENSMUSG00000102407	0
ENSMUSG00000103214	0
ENSMUSG00000104100	0
ENSMUSG00000084740	0
ENSMUSG00000103889	0
ENSMUSG00000101301	0
ENSMUSG00000104221	0
ENSMUSG00000102250	0
ENSMUSG00000102317	0
ENSMUSG00000103563	0
ENSMUSG00000102465	0
ENSMUSG00000102659	0
ENSMUSG00000103924	0
ENSMUSG00000104132	0
ENSMUSG00000102747	0
ENSMUSG00000102386	0
ENSMUSG00000103004	0
ENSMUSG00000026058	0
ENSMUSG00000064688	0
ENSMUSG00000103482	0
ENSMUSG00000104498	0
ENSMUSG00000104313	0
ENSMUSG00000102865	0
ENSMUSG00000102321	0
ENSMUSG00000091318	0
ENSMUSG00000089489	0
ENSMUSG00000026134	2.96864
ENSMUSG00000101682	0.738569
ENSMUSG00000102714	0
ENSMUSG00000102093	0
ENSMUSG00000042215	5.3176
ENSMUSG00000103072	6.12277e-16
ENSMUSG00000081402	0.168193
ENSMUSG00000004768	6.44521
ENSMUSG00000042182	1.1971
ENSMUSG00000104416	0
ENSMUSG00000042197	5.77186
ENSMUSG00000102839	0
ENSMUSG00000101206	0
ENSMUSG00000101462	0.434577
ENSMUSG00000102336	0.14615
ENSMUSG00000092852	0
ENSMUSG00000104397	0
ENSMUSG00000101116	0
ENSMUSG00000026125	0
ENSMUSG00000104098	0
ENSMUSG00000100524	0
ENSMUSG00000102499	0
ENSMUSG00000101223	0
ENSMUSG00000103521	0
ENSMUSG00000045815	0
ENSMUSG00000045174	0.0105515
ENSMUSG00000026124	0.0515529
ENSMUSG00000037529	0
ENSMUSG00000101803	0
ENSMUSG00000026126	29.2589
ENSMUSG00000100280	2.25899
ENSMUSG00000042111	14.3854
ENSMUSG00000101711	0.172352
ENSMUSG00000026127	13.8613
ENSMUSG00000048874	18.2962
ENSMUSG00000103783	0
ENSMUSG00000104315	0.0155621
ENSMUSG00000103716	0
ENSMUSG00000103548	5.17441
ENSMUSG00000103997	0
ENSMUSG00000103760	0
ENSMUSG00000102531	0
ENSMUSG00000104417	0.0961274
ENSMUSG00000077231	0
ENSMUSG00000104201	0
ENSMUSG00000064601	0
ENSMUSG00000101714	0
ENSMUSG00000103096	0
ENSMUSG00000102434	0
ENSMUSG00000102279	0
ENSMUSG00000103708	0
ENSMUSG00000102202	0.299134
ENSMUSG00000026123	36.5586
ENSMUSG00000045216	11.0441
ENSMUSG00000104523	0.545448
ENSMUSG00000047180	19.5555
ENSMUSG00000037509	2.41753
ENSMUSG00000104358	0.0777835
ENSMUSG00000104002	0.992066
ENSMUSG00000037503	35.3943
ENSMUSG00000102537	0
ENSMUSG00000102612	0
ENSMUSG00000102762	0.166052
ENSMUSG00000037470	15.6036
ENSMUSG00000098752	0
ENSMUSG00000037447	16.535
ENSMUSG00000037408	2.51378
ENSMUSG00000106081	0
ENSMUSG00000104316	0.0224416
ENSMUSG00000037432	0.373956
ENSMUSG00000001143	11.0167
ENSMUSG00000001138	9.07893
ENSMUSG00000102845	3.3059e-143
ENSMUSG00000067653	5.01127
ENSMUSG00000109510	2.86185e-14
ENSMUSG00000079610	6.61917
ENSMUSG00000010453	17.7357
ENSMUSG00000098680	0
ENSMUSG00000061518	140.736
ENSMUSG00000026121	10.2192
ENSMUSG00000046337	5.84058
ENSMUSG00000087589	2.85717
ENSMUSG00000089906	0
ENSMUSG00000077939	0
ENSMUSG00000026117	5.84144
ENSMUSG00000097291	0
ENSMUSG00000095944	0
ENSMUSG00000080054	0.693418
ENSMUSG00000102231	0
ENSMUSG00000037351	43.6812
ENSMUSG00000102416	0
ENSMUSG00000104237	0
ENSMUSG00000026114	0
ENSMUSG00000050122	5.33901
ENSMUSG00000103603	0
ENSMUSG00000026112	16.4098
ENSMUSG00000026116	9.02992
ENSMUSG00000103016	0
ENSMUSG00000102930	0
ENSMUSG00000103159	0
ENSMUSG00000026113	6.89244
ENSMUSG00000086064	0
ENSMUSG00000102879	0
ENSMUSG00000026110	2.53386
ENSMUSG00000103948	0
ENSMUSG00000087233	0.0827299
ENSMUSG00000026111	41.9993
ENSMUSG00000060771	3.70779
ENSMUSG00000097268	0
ENSMUSG00000037216	2.40667
ENSMUSG00000026088	12.0701
ENSMUSG00000026090	13.3463
ENSMUSG00000089767	0.464896
ENSMUSG00000104365	0
ENSMUSG00000102650	0.0435854
ENSMUSG00000089141	0
ENSMUSG00000061584	0
ENSMUSG00000087374	0
ENSMUSG00000026085	0
ENSMUSG00000026087	52.2505
ENSMUSG00000058407	24.1585
ENSMUSG00000026131	33.2873
ENSMUSG00000096992	0.19304
ENSMUSG00000103001	0
ENSMUSG00000103596	0
ENSMUSG00000099382	0
ENSMUSG00000084506	0
ENSMUSG00000103364	0.0584901
ENSMUSG00000105982	0
ENSMUSG00000102716	0
ENSMUSG00000103531	0
ENSMUSG00000102541	0
ENSMUSG00000102447	0
ENSMUSG00000048814	0.117954
ENSMUSG00000067604	0
ENSMUSG00000026080	0.894147
ENSMUSG00000103647	0
ENSMUSG00000103182	0
ENSMUSG00000098833	0
ENSMUSG00000104188	0
ENSMUSG00000037138	6.2223
ENSMUSG00000085391	0
ENSMUSG00000085280	0.0963356
ENSMUSG00000087131	0
ENSMUSG00000102984	0
ENSMUSG00000026077	1.59647
ENSMUSG00000092553	0
ENSMUSG00000092563	0
ENSMUSG00000026083	15.6737
ENSMUSG00000026082	5.51486
ENSMUSG00000103804	0.0849289
ENSMUSG00000026078	65.2907
ENSMUSG00000103046	0.638937
ENSMUSG00000065629	0
ENSMUSG00000104827	0
ENSMUSG00000003135	7.22655
ENSMUSG00000102471	0
ENSMUSG00000057173	0.411795
ENSMUSG00000091937	0
ENSMUSG00000050967	0.0902406
ENSMUSG00000097083	0
ENSMUSG00000101634	0
ENSMUSG00000085894	2.30983
