tracking_id	FPKM
ENSMUSG00000102693	0
ENSMUSG00000064842	0
ENSMUSG00000102348	0
ENSMUSG00000102343	0
ENSMUSG00000102592	0
ENSMUSG00000088333	0
ENSMUSG00000025900	3.40209
ENSMUSG00000102948	0.0464013
ENSMUSG00000104123	0
ENSMUSG00000051951	0.0196597
ENSMUSG00000102851	0
ENSMUSG00000103377	0
ENSMUSG00000104017	0
ENSMUSG00000103025	0
ENSMUSG00000103201	0
ENSMUSG00000089699	0
ENSMUSG00000103147	0
ENSMUSG00000103161	0
ENSMUSG00000102331	0.0253795
ENSMUSG00000096126	0
ENSMUSG00000102269	0.709021
ENSMUSG00000098104	0.243013
ENSMUSG00000102735	0
ENSMUSG00000103003	0
ENSMUSG00000104328	0.0301482
ENSMUSG00000088000	0
ENSMUSG00000102175	0
ENSMUSG00000103265	0
ENSMUSG00000103922	0.574322
ENSMUSG00000033845	19.974
ENSMUSG00000102275	0.242789
ENSMUSG00000025902	59.2426
ENSMUSG00000104238	3.52827e-34
ENSMUSG00000103280	0
ENSMUSG00000102907	0
ENSMUSG00000103090	0
ENSMUSG00000093015	0
ENSMUSG00000025905	0
ENSMUSG00000103519	0
ENSMUSG00000104046	0
ENSMUSG00000103936	0
ENSMUSG00000104352	0
ENSMUSG00000033774	0.0889787
ENSMUSG00000025903	16.5584
ENSMUSG00000104217	0.149841
ENSMUSG00000033813	15.9114
ENSMUSG00000062588	0.374397
ENSMUSG00000103845	0.00897651
ENSMUSG00000102213	0
ENSMUSG00000103329	0
ENSMUSG00000104385	0
ENSMUSG00000103282	0
ENSMUSG00000102534	0
ENSMUSG00000103629	0
ENSMUSG00000102135	0.0887028
ENSMUSG00000033740	0
ENSMUSG00000087247	0.447273
ENSMUSG00000103355	0
ENSMUSG00000102706	0
ENSMUSG00000103709	0
ENSMUSG00000048538	0.0350455
ENSMUSG00000103557	0
ENSMUSG00000103498	0
ENSMUSG00000103067	0
ENSMUSG00000097797	0
ENSMUSG00000077244	0
ENSMUSG00000103903	0.0561367
ENSMUSG00000102320	0
ENSMUSG00000102768	0
ENSMUSG00000104226	0
ENSMUSG00000103411	0
ENSMUSG00000101571	0
ENSMUSG00000104428	0
ENSMUSG00000102272	0
ENSMUSG00000065625	0
ENSMUSG00000061024	10.4096
ENSMUSG00000002459	0.857432
ENSMUSG00000091665	0
ENSMUSG00000033793	29.1528
ENSMUSG00000091305	0
ENSMUSG00000102653	0
ENSMUSG00000085623	0
ENSMUSG00000099827	0
ENSMUSG00000025912	0.249183
ENSMUSG00000051285	12.1066
ENSMUSG00000098201	0
ENSMUSG00000103509	0.0811962
ENSMUSG00000045210	2.82969
ENSMUSG00000097893	2.51765e-08
ENSMUSG00000025911	5.53143
ENSMUSG00000067879	0.17732
ENSMUSG00000079671	1.53463
ENSMUSG00000081441	0.255517
ENSMUSG00000025907	20.1671
ENSMUSG00000090031	1.07887
ENSMUSG00000025909	0.0403009
ENSMUSG00000102647	0
ENSMUSG00000086235	0
ENSMUSG00000102253	0
ENSMUSG00000093970	0
ENSMUSG00000103884	0
ENSMUSG00000084353	0
ENSMUSG00000103933	0
ENSMUSG00000076135	0
ENSMUSG00000086195	0
ENSMUSG00000104504	0
ENSMUSG00000066693	0
ENSMUSG00000102316	0
ENSMUSG00000103819	0
ENSMUSG00000102871	0
ENSMUSG00000046101	0.138335
ENSMUSG00000098234	15.6386
ENSMUSG00000093178	0
ENSMUSG00000095780	0
ENSMUSG00000025915	5.02537
ENSMUSG00000046334	0.226834
ENSMUSG00000088916	0
ENSMUSG00000099032	0.524819
ENSMUSG00000025916	1.39166
ENSMUSG00000104025	0
ENSMUSG00000087199	0
ENSMUSG00000100212	0
ENSMUSG00000103448	0
ENSMUSG00000088585	0
ENSMUSG00000100648	0
ENSMUSG00000042501	0
ENSMUSG00000103810	0
ENSMUSG00000083422	0
ENSMUSG00000094979	0
ENSMUSG00000081417	0
ENSMUSG00000103494	0
ENSMUSG00000093864	0
ENSMUSG00000101610	0.170373
ENSMUSG00000097628	0.062831
ENSMUSG00000098555	0
ENSMUSG00000098163	0
ENSMUSG00000097171	0
ENSMUSG00000101314	0
ENSMUSG00000067851	18.5488
ENSMUSG00000088153	0
ENSMUSG00000102556	0
ENSMUSG00000057715	0.980903
ENSMUSG00000103825	0
ENSMUSG00000099845	0
ENSMUSG00000103561	0
ENSMUSG00000099498	0
ENSMUSG00000042414	0
ENSMUSG00000069620	0
ENSMUSG00000104518	0
ENSMUSG00000025917	32.3501
ENSMUSG00000056763	12.2948
ENSMUSG00000102356	0
ENSMUSG00000025938	0.334419
ENSMUSG00000048960	9.1232
ENSMUSG00000077318	0
ENSMUSG00000101827	0
ENSMUSG00000101476	0
ENSMUSG00000101171	0.340855
ENSMUSG00000016918	9.79936
ENSMUSG00000104209	0
ENSMUSG00000089358	0
ENSMUSG00000067813	0
ENSMUSG00000077368	0
ENSMUSG00000097711	0
ENSMUSG00000102166	0
ENSMUSG00000025935	33.0792
ENSMUSG00000082193	0.606159
ENSMUSG00000032769	0
ENSMUSG00000077377	0
ENSMUSG00000088159	0
ENSMUSG00000081201	0.368291
ENSMUSG00000100814	0
ENSMUSG00000025937	7.36026
ENSMUSG00000102982	0.325051
ENSMUSG00000103492	0.0282908
ENSMUSG00000101652	0
ENSMUSG00000073737	0
ENSMUSG00000054493	0.109473
ENSMUSG00000025930	1.25392
ENSMUSG00000092083	0.0885332
ENSMUSG00000102937	0
ENSMUSG00000104149	0
ENSMUSG00000088829	0
ENSMUSG00000025932	0.788423
ENSMUSG00000095853	0
ENSMUSG00000102588	0
ENSMUSG00000100652	0
ENSMUSG00000025925	9.12229
ENSMUSG00000067795	1.4973
ENSMUSG00000104379	0.0385398
ENSMUSG00000032719	1.02061
ENSMUSG00000088943	0
ENSMUSG00000005886	5.93395
ENSMUSG00000103506	0
ENSMUSG00000103495	0
ENSMUSG00000099183	0
ENSMUSG00000102639	0
ENSMUSG00000104170	0
ENSMUSG00000087782	0
ENSMUSG00000103085	0.00875087
ENSMUSG00000102664	0.0378258
ENSMUSG00000104165	0
ENSMUSG00000025921	8.36323
ENSMUSG00000025939	10.2399
ENSMUSG00000102457	0.0279142
ENSMUSG00000100868	0
ENSMUSG00000025920	3.27074
